pmid,title,abstract,year,query
41002921,High-Accuracy Classification of Parkinson's Disease Using Ensemble Machine Learning and Stabilometric Biomarkers.,"<b>Background</b>: Accurate differentiation of Parkinson's disease (PD) from healthy aging is crucial for timely intervention and effective management. Postural sway abnormalities are prominent motor features of PD. Quantitative stabilometry and machine learning (ML) offer a promising avenue for developing objective markers to support the diagnostic process. This study aimed to develop and validate high-performance ML models to classify individuals with PD and age-matched healthy older adults (HOAs) using a comprehensive set of stabilometric parameters. <b>Methods</b>: Thirty-seven HOAs (mean age 70 ± 6.8 years) and 26 individuals with idiopathic PD (Hoehn and Yahr stages 2-3, on medication; mean age 66 years ± 2.9 years), all aged 60-80 years, participated. Stabilometric data were collected using a force platform during quiet stance under eyes-open (EO) and eyes-closed (EC) conditions, from which 34 parameters reflecting the time- and frequency-domain characteristics of center-of-pressure (COP) sway were extracted. After data preprocessing, including mean imputation for missing values and feature scaling, three ML classifiers (Random Forest, Gradient Boosting, and Support Vector Machine) were hyperparameter-tuned using GridSearchCV with three-fold cross-validation. An ensemble voting classifier (soft voting) was constructed from these tuned models. Model performance was rigorously evaluated using 15 iterations of stratified train-test splits (70% train and 30% test) and an additional bootstrap procedure of 1000 iterations to derive reliable 95% confidence intervals (CIs). <b>Results</b>: Our optimized ensemble voting classifier achieved excellent discriminative power, distinguishing PD from HOAs with a mean accuracy of 0.91 (95% CI: 0.81-1.00) and a mean Area Under the ROC Curve (AUC ROC) of 0.97 (95% CI: 0.92-1.00). Importantly, feature analysis revealed that anteroposterior sway velocity with eyes open (V-AP) and total sway path with eyes closed (TOD_EC, calculated using COP displacement vectors from its mean position) are the most robust and non-invasive biomarkers for differentiating the groups. <b>Conclusions</b>: An ensemble ML approach leveraging stabilometric features provides a highly accurate, non-invasive method to distinguish PD from healthy aging and may augment clinical assessment and monitoring.",2025,Parkinson's disease machine learning biomarkers
41001154,Mapping the research landscape of Mild Cognitive Impairment in Parkinson's disease: a bibliometric and visualization analysis.,"Mild Cognitive Impairment in Parkinson's disease, a common non-motor symptom of Parkinson's disease, significantly impacts individuals' quality of life and predicts dementia risk, underscoring its clinical research importance. This study aimed to characterize the global bibliometric landscape and identify research hotspots, knowledge gaps, and future trends in the PD-MCI field over the past two decades using bibliometric and visualization methods. Literature related to PD-MCI published between 2005 and 2024 was retrieved from the Web of Science Core Collection database. Tools such as CiteSpace and VOSviewer were employed for visual analysis of annual publication volume, country/institutional distribution, author collaborations, journal co-citations, and keyword co-occurrence and bursts, constructing knowledge maps. Mild cognitive impairment in Parkinson's disease research demonstrated significant growth, with sustained increases in annual publication volume and citation frequency. The United States dominated the field, while research output from countries like China grew rapidly. Research hotspots evolved from early explorations of molecular mechanisms toward clinical and translational studies focusing on neuroimaging, biomarkers, application of MDS diagnostic criteria, non-motor symptoms, and cognitive subtypes. Recently, machine learning, multi-omics integration, neuroinflammation, and mitochondrial function have emerged as new frontiers. Mild cognitive impairment in Parkinson's disease research has progressed from basic mechanism exploration to a multidisciplinary, integrated clinical-basic stage, following an evolutionary path of ""pathological mechanism - clinical phenotype - biomarker - intervention strategy."" Future research should focus on unifying diagnostic criteria, deepening understanding of multifactorial pathological mechanisms, developing precise biomarker combinations, and exploring individualized intervention strategies to achieve early warning and disease modification for PD-MCI.",2025,Parkinson's disease machine learning biomarkers
40991036,Micro- and nanoscale biosensing technologies for early diagnosis of Parkinson's disease.,"Parkinson's disease (PD), the second most prevalent neurodegenerative disorder, remains challenging to diagnose at its earliest stages due to the absence of definitive biomarkers and overlapping clinical features with other synucleinopathies, thereby delaying therapeutic intervention and effective disease management. This review provides an integrative evaluation of established and emerging approaches for detecting PD-specific biomarkers in biofluids and tissues with high sensitivity and specificity. Conventional assays such as seed amplification techniques, proximity ligation and extension methods, bead-based microarrays, and immunoassays including ELISA, electrochemiluminescence, and SIMOA are examined alongside their performance metrics and inherent limitations. We then highlight next-generation micro- and nanoscale biosensing platforms, including nanopore-based resistive pulse sensing, surface plasmon resonance (SPR), surface-enhanced Raman spectroscopy (SERS), field-effect transistors (FETs), electrochemical sensors, and lateral flow assays (LFAs), which are capable of ultrasensitive detection at nano- to attomolar concentrations. Particular emphasis is given to nucleic acid-based technologies such as aptasensors, genosensors, and CRISPR/Cas systems for their exceptional molecular recognition, programmable signal outputs, and portability. The potential of artificial intelligence and machine learning tools (e.g., SVM, RF, DNN) to improve biomarker interpretation, enable multiplexed analysis, and facilitate real-time monitoring is also discussed. Finally, we outline key translational challenges, including assay standardization, clinical validation, scalability, integration into wearable and point-of-care devices, and regulatory hurdles towards the development of robust, clinically deployable diagnostic platforms for early PD detection and monitoring.",2025,Parkinson's disease machine learning biomarkers
40989298,Particle swarm optimization framework for Parkinson's disease prediction.,"Early diagnosis of Parkinson's disease (PD) is challenging due to subtle initial symptoms. This study introduces an advanced machine learning framework that leverages particle swarm optimization (PSO) to improve PD detection through vocal biomarker analysis. Our novel approach unifies the optimization of both acoustic feature selection and classifier hyperparameter tuning within a single computational architecture. We systematically evaluated PSO-enhanced predictive models for PD detection using two comprehensive clinical datasets. Dataset 1 includes 1,195 patient records with 24 clinical features, and Dataset 2 comprises 2,105 patient records with 33 multidimensional features spanning demographic, lifestyle, medical history, and clinical assessment variables. For Dataset 1, the PSO model achieved 96.7% testing accuracy, an absolute improvement of 2.6% over the best-performing traditional classifier (Bagging classifier at 94.1%), while maintaining exceptional sensitivity (99.0%) and specificity (94.6%). Results were even more significant for Dataset 2, where the PSO model reached 98.9% final accuracy, a 3.9% improvement over the LGBM classifier (95.0%), with near-perfect discriminative capability (AUC = 0.999). These performance gains were achieved with reasonable computational overhead, averaging 250.93 s training time for Dataset 2, suggesting the practical viability of PSO optimization for clinical prediction tasks. Our findings underscore the potential of intelligent optimization techniques in developing practical decision support systems for early neurodegenerative disease detection, with significant implications for clinical practice.",2025,Parkinson's disease machine learning biomarkers
40979153,Explainable machine learning for early detection of Parkinson's disease in aging populations using vocal biomarkers.,"Parkinson's Disease (PD) is a progressive neurodegenerative disorder that significantly affects the aging population, creating a growing burden on global health systems. Early detection of PD is clinically challenging due to the gradual and ambiguous onset of symptoms. This study presents a machine-learning framework for the early identification of PD using non-invasive biomedical voice biomarkers from the UCI Parkinson's dataset. The dataset consists of 195 sustained phonation recordings from 31 participants (23 PD and 8 healthy controls, ages 46-85). The methodology includes subject-level stratified splitting and normalization, along with BorderlineSMOTE to address class imbalance. Initially, an XGBoost model is applied to select the top 10 acoustic features, followed by a Bayesian-optimized XGBoost classifier, with the decision threshold tuned via F1-maximization on validation data. On the held-out test set, the model achieves 98.0% accuracy, 0.97 macro-F1, and 0.991 ROC-AUC. This performance exceeds that of a deep neural network baseline by 4.0 percentage points in accuracy (94.0% to 98.0%), 4.3 percentage points in macro-F1 (92.7% to 97.0%), and 0.050 in AUC (0.941 to 0.991). Compared to a classical SVM, it outperforms by 7.0 percentage points in accuracy (91.0% to 98.0%), 6.5 percentage points in macro-F1 (90.5% to 97.0%), and 0.089 in AUC (0.902 to 0.991). Model decisions are elucidated using SHAP, offering global and patient-specific insights into the influential voice features. These findings indicate the feasibility of a non-invasive, scalable, and explainable voice-based tool for early PD screening, highlighting its potential integration into mobile or telehealth diagnostic platforms.",2025,Parkinson's disease machine learning biomarkers
40975035,"Multimodal approach for early diagnosis of Parkinson's disease using PET imaging, tremor detection, and machine learning.","Parkinson's disease (PD) is a progressive neurodegenerative disorder that presents diagnostic challenges, particularly in its early stages. This study proposes a multimodal approach to PD classification that integrates neurological imaging, motor symptom analysis, and non-motor clinical features. Dopamine depletion, a core biomarker of PD, is assessed using PET imaging, where active brain regions are quantified through color segmentation and image processing. A reduction in the active area correlates with disease progression. Tremor detection is performed using the Hough Transform algorithm applied to line-drawing tests, effectively identifying motor irregularities. Non-motor features are analyzed using a publicly available dataset, and the XGBoost algorithm achieves a classification accuracy exceeding 95.42%. The combined approach demonstrates high potential for early, accurate, and interpretable PD diagnosis.",2025,Parkinson's disease machine learning biomarkers
40974860,Early-stage Parkinson's disease detection using multimodal brain-body biomarkers from fNIRS and IMU data.,"Parkinson's Disease (PD) is a progressive neurodegenerative disorder that impairs both motor and cognitive functions. Accurate detection of PD remains a major challenge, particularly at early stages when clinical symptoms are subtle. This study presents the first multimodal machine learning framework integrating functional near-infrared spectroscopy (fNIRS) and inertial measurement unit (IMU) data for early-stage PD detection during dual-task mobility assessments. Data were collected from 62 participants, including 28 people with PD and 34 age-matched controls, who performed the clinically recommended Timed Up and Go (TUG), Cognitive Dual-Task TUG (CDTUG), and Motor Dual-Task TUG (MDTUG) tests. This complex multimodal experimental design simultaneously captured brain activation and body motion under motor and cognitive dual-task conditions. Four machine learning models combined with two feature selection techniques were applied to unimodal and multimodal datasets. The multimodal approach achieved superior classification accuracy (96%) compared to fNIRS-only (87%) and IMU-only (95%) models. Key brain-body biomarkers were identified, including dorsolateral prefrontal and frontopolar cortex activations during dual tasks, alongside motor features such as turn, sit-to-stand, and stand-to-sit durations. These findings highlight the promise of combining brain and motion measures and complex functional mobility tests for early-stage PD detection and advance the development of non-invasive, AI-driven biomarker discovery frameworks.",2025,Parkinson's disease machine learning biomarkers
40970793,Automatic Segmentation of Primary Central Nervous System Lymphoma at Clinical Routine Postcontrast T1-weighted MRI.,"Purpose To develop and validate a deep learning model for automatic segmentation of primary central nervous system lymphoma (PCNSL) at postcontrast T1-weighted MRI. Materials and Methods Data were retrospectively collected from patients with pathologically proven immunocompetent PCNSL between September 2010 and February 2022. Postcontrast T1-weighted MRI scans were used to train and validate a deep learning model based on the nnU-Net framework. Manual segmentation by neuroradiologists served as the reference standard. The model was trained using an internal dataset from a single center and tested on both internal and external test sets from seven additional centers. Performance was assessed using Dice score, mean average surface distance, and F1 score. Statistical comparisons were performed using Mann-Whitney <i>U</i> test and bootstrap resampling for CIs. Results The study included 135 patients (68 female, 66 male, and one of unspecified sex; internal dataset: mean age ±SD, 67.0 years ± 12.0; external dataset: mean age, 75.5 years ± 13.6). The model achieved a mean Dice score of 0.84 (95% CI: 0.79, 0.88) on the internal test set (<i>n</i> = 44) and 0.88 (95% CI: 0.84, 0.91) on the external test set (<i>n</i> = 48), with no evidence of a difference between test sets (<i>P</i> = .59). Performance varied by lesion type; accuracy was highest in homogeneous discrete lesions, and performance was slightly decreased when numerous poorly defined infracentimetric lesions occurred. Strong volumetric correlation was observed between automatic and manual segmentations (internal: <i>r</i> = 0.99, <i>P</i> < .001; external: <i>r</i> = 0.98, <i>P</i> < .001). Conclusion A deep learning model achieved accurate and robust automatic segmentation of PCNSL across multiple clinical centers with different MRI acquisition parameters. <b>Keywords:</b> Brain Lymphoma, Brain Tumor, Automatic Segmentation, Artificial Intelligence, Deep Learning <i>Supplemental material is available for this article.</i> © RSNA, 2025.",2025,Parkinson's disease machine learning biomarkers
40961563,Dynamic cheek surface modeling for enhanced hypomimia detection in Parkinson's disease.,"Hypomimia, or facial masking, is a prominent symptom in Parkinson's disease (PD), impacting up to 90% of patients and reducing their quality of life by impairing facial expressivity. Detecting hypomimia is challenging due to its subtle onset and the limited availability of robust diagnostic tools for automatic analysis. To address these gaps, we propose a novel approach based on cheek surface variability, which captures subtle, progressive changes in cheek movement across different temporal granularities within video frames. To evaluate the effectiveness of our cheek marker approach, we also implemented and compared machine learning techniques based on geometric and surface features, and a deep learning approach using a 3D Convolutional Neural Network (3D CNN) to capture the temporal dynamics of facial movements. Additionally, this methodology includes a robust pre-processing pipeline to mitigate head rotation and posture biases, ensuring a consistent frontal face orientation throughout the analysis. Video samples of spontaneous speech were collected from 112 de novo, drug naive PD patients and 90 healthy control (HC) subjects. Experimental results demonstrate that the proposed cheek surface variability approach outperformed both the machine learning and deep learning models, achieving an unweighted averaged recall of 80.6% and emphasizing its effectiveness in distinguishing PD patients from HC subjects. This work highlights the importance of integrating temporal dynamics into hypomimia modeling and presents cheek variability as a valuable biomarker that enhances classification accuracy. It offers promising implications for more precise monitoring and diagnosis of PD.",2025,Parkinson's disease machine learning biomarkers
40948659,Research progress of multimodal biomarkers in the early diagnosis of mild cognitive impairment in Parkinson's disease.,"Parkinson's disease (PD), as a common neurodegenerative disorder, its associated mild cognitive impairment (PD-mild cognitive impairment, PD-MCI) is a key prodromal stage in the progression to PD-dementia (PDD). Cognitive dysfunction seriously affects the quality of life of patients. Early diagnosis of PD-MCI is crucial for the prognosis of the disease. At present, traditional clinical diagnosis mainly relies on neuropsychological tests, but it has limitations such as low sensitivity and being easily interfered by subjective factors. It is difficult to achieve early and accurate identification of PD-MCI, which greatly affects the intervention timing and prognosis of the disease. This article summarizes the research progress of multimodal biomarkers in the early diagnosis of PD-MCI, mainly including the comprehensive application of neuroimaging biomarkers, humoral biomarkers, genetic and molecular biomarkers, digital biomarkers, and clinical assessment, providing new theoretical basis and technical paths for promoting the early diagnosis of PD-MCI. It is of great clinical significance and social value to assist in the formulation of individualized intervention strategies, delay the progression of diseases to dementia, improve the quality of life of patients, and reduce the medical burden on families and society.",2025,Parkinson's disease machine learning biomarkers
40946679,A hybrid quorum sensing model for neurodynamic feature optimization in EEG-based Parkinson's disease detection.,"Parkinson's disease (PD) detection using electroencephalography (EEG) and deep learning(DL) has garnered significant attention due to the disease's complex nature and lack of definitive biomarkers. While imaging and invasive methods are expensive and unsafe, EEG allows for safe, low-cost, non-invasive, and portable data collection, and DL helps improve its ability to find subtle brain activity patterns. The extraction of novel features using DL yields high-dimensional data, which leads to added computational demands. This research proposes a method for feature selection that includes a novel multi-stage hybrid quorum sensing optimization (HQSO) algorithm. In the first stage, a coarse set of relevant features is selected. Quorum sensing is adopted as a performance-driven decision-making framework, where solutions adapt their behavior based on population-level fitness. A multilayer perceptron (MLP) is used to evaluate the fitness. In the second stage, a hybrid ranking mechanism statistically refines this set by prioritizing the most discriminative features, which are further reduced by a correlation-based pruning method to reduce feature redundancy. The proposed multi-stage hybrid feature selection method, integrating metaheuristic-based exploration with statistical refinement and correlation pruning, significantly improves PD detection performance. On the San Diego dataset, it achieves 98.09% accuracy, outperforming recent models like Rizvi et al. (97.90%) and matching top-tier models such as Khare et al. (100%). On the University of New Mexico dataset, it attains 94.96% accuracy, closely competing with the best-reported 99.9% by Shirisha et al. The reduction of features by almost 60% highlights its practicality for real-time, resource-constrained applications like wearable EEG-based monitoring systems.",2025,Parkinson's disease machine learning biomarkers
40913350,Phenotypical Differentiation of Tremor Using Time Series Feature Extraction and Machine Learning.,"The clinical diagnosis of tremor disorders depends on the interpretation of subtle movement characteristics, signs, and symptoms. Given the absence of a universally accepted biomarker, differentiation between essential tremor (ET) and tremor-dominant Parkinson's disease (PD) frequently proves to be non-trivial. To identify generalizable tremor characteristics to differentiate ET and PD using feature extraction and machine learning (ML). Hand accelerometer recordings from 414 patients, clinically diagnosed at six academic centers, formed an exploratory (158 ET, 172 PD) and a validation dataset (30 ET, 54 PD). Established, standardized tremor characteristics were assessed for their cross-center accuracy and validity. Supervised ML was applied to massive higher-order feature extraction of the same recordings to achieve optimal stratification and mechanistic exploration. While classic tremor characteristics did not consistently differentiate between conditions across centers, the feature combination identified via our ML approach was successfully validated. In comparison with the tremor stability index (TSI), feature-based analysis provided better classification accuracy (81.8% vs. 70.4%), sensitivity (86.4% vs. 70.8%), and specificity (76.6% vs. 70.2%), substantially improving disease stratification. The interpretation of identified features indicates fundamentally different dynamics in tremor-generating circuits: while different discrete but stable signal states in PD indicate several central oscillators, signal characteristics in ET point towards a singular pacemaker. This study establishes the use of feature-based ML as a powerful method to explore accelerometry-derived tremor signals. The combination of hypothesis-free, data-driven analyses and a large, multicenter dataset represents a relevant step towards big data analysis in tremor disorders. © 2025 The Author(s). Movement Disorders published by Wiley Periodicals LLC on behalf of International Parkinson and Movement Disorder Society.",2025,Parkinson's disease machine learning biomarkers
40885831,Identification and experimental validation of biomarkers related to mitochondrial and programmed cell death in obsessive-compulsive disorder.,"Background Mitochondrial-related genes (MRGs) and programmed cell death-related genes (PCD-RGs) have been proven to play important roles in obsessive-compulsive disorder (OCD), and identifying their shared biomarkers is conducive to the diagnosis and research of OCD. Methods Differentially expressed genes (DEGs) between OCD and control samples were identified from the GSE78104 dataset. Differentially expressed MRGs (DE MRGs) and PCD-RGs (DE-PCD-RGs) were derived by intersecting with MRG and PCD-RG gene sets, respectively, resulting in DE mitochondrial-related PCD (DE-MPCD) genes. Key OCD-related genes were identified using weighted gene co-expression network analysis (WGCNA), and candidate genes for OCD were selected by intersecting these with DE-MPCD-RGs. Machine learning algorithms were applied to further screen potential biomarkers from the GSE78104 and GSE60190 datasets. The expression levels of selected biomarkers were validated using reverse transcription-quantitative polymerase chain reaction (RT-qPCR) in samples from patients with OCD and healthy controls to assess the mRNA expression. Gene Set Enrichment Analysis (GSEA) was conducted to identify enriched pathways in these biomarkers. Immune cell infiltration patterns in OCD and potential therapeutic agents were also investigated. Results A total of 13 DE-MPCD-RGs were intersected with 374 key module genes, resulting in 12 candidate genes. Among these, eight potential biomarkers for OCD were identified. Notably, NDUFA1 and COX7C were significantly downregulated in OCD across both datasets and clinical samples, establishing them as reliable biomarkers for OCD. GSEA revealed that NDUFA1 and COX7C were significantly co-enriched in pathways such as ""ribosome,"" ""oxidative phosphorylation,"" ""phosphorylation,"" and ""Parkinson's disease."" Furthermore, activated CD8 T cells and neutrophils were identified as the differential immune cell types between OCD and control samples. Additionally, 73 potential therapeutic agents were predicted through drug-target interaction analysis. Conclusion This study identified two mitochondrial-related biomarkers in OCD, providing novel perspectives on the disorder's pathogenesis. These findings hold promise for advancing early diagnosis and the development of targeted therapeutic strategies for OCD.",2025,Parkinson's disease machine learning biomarkers
40870922,An Explainable Approach to Parkinson's Diagnosis Using the Contrastive Explanation Method-CEM.,"<b>Background/Objectives:</b> Parkinson's disease (PD) is a progressive neurodegenerative disorder that requires early and accurate diagnosis. This study aimed to classify individuals with and without PD using volumetric brain MRI data and to improve model interpretability using explainable artificial intelligence (XAI) techniques. <b>Methods:</b> This retrospective study included 79 participants (39 PD patients, 40 controls) recruited at Inonu University Turgut Ozal Medical Center between 2013 and 2025. A deep neural network (DNN) was developed using a multilayer perceptron architecture with six hidden layers and ReLU activation functions. Seventeen volumetric brain features were used as the input. To ensure robust evaluation and prevent overfitting, a stratified five-fold cross-validation was applied, maintaining class balance in each fold. Model transparency was explored using two complementary XAI techniques: the Contrastive Explanation Method (CEM) and Local Interpretable Model-Agnostic Explanations (LIME). CEM highlights features that support or could alter the current classification, while LIME provides instance-based feature attributions. <b>Results:</b> The DNN model achieved high diagnostic performance with 94.1% accuracy, 98.3% specificity, 90.2% sensitivity, and an AUC of 0.97. The CEM analysis suggested that reduced hippocampal volume was a key contributor to PD classification (-0.156 PP), whereas higher volumes in the brainstem and hippocampus were associated with the control class (+0.035 and +0.150 PP, respectively). The LIME results aligned with these findings, revealing consistent feature importance (mean = 0.1945) and faithfulness (0.0269). Comparative analyses showed different volumetric patterns between groups and confirmed the DNN's superiority over conventional machine learning models such as SVM, logistic regression, KNN, and AdaBoost. <b>Conclusions:</b> This study demonstrates that a deep learning model, enhanced with CEM and LIME, can provide both high diagnostic accuracy and interpretable insights for PD classification, supporting the integration of explainable AI in clinical neuroimaging.",2025,Parkinson's disease machine learning biomarkers
40866174,Diagnostic performance of T1-Weighted MRI gray matter biomarkers in Parkinson's disease: A systematic review and meta-analysis.,"T1-weighted structural MRI has advanced our understanding of Parkinson's disease (PD), yet its diagnostic utility in clinical settings remains unclear. To assess the diagnostic performance of T1-weighted MRI gray matter (GM) metrics in distinguishing PD patients from healthy controls and to identify limitations affecting clinical applicability. A systematic review and meta-analysis were conducted on studies reporting sensitivity, specificity, or AUC for PD classification using T1-weighted MRI. Of 2906 screened records, 26 met inclusion criteria, and 10 provided sufficient data for quantitative synthesis. The risk of bias and heterogeneity were evaluated, and sensitivity analyses were performed by excluding influential studies. Pooled estimates showed a sensitivity of 0.71 (95 % CI: 0.70-0.72), specificity of 0.889 (95 % CI: 0.86-0.92), and overall accuracy of 0.909 (95 % CI: 0.89-0.93). These metrics improved after excluding outliers, reducing heterogeneity (I<sup>2</sup> = 95.7 %-0 %). Frequently reported regions showing structural alterations included the substantia nigra, striatum, thalamus, medial temporal cortex, and middle frontal gyrus. However, region-specific diagnostic metrics could not be consistently synthesized due to methodological variability. Machine learning approaches, particularly support vector machines and neural networks, showed enhanced performance with appropriate validation. T1-weighted MRI gray matter metrics demonstrate moderate accuracy in differentiating PD from controls but are not yet suitable as standalone diagnostic tools. Greater methodological standardization, external validation, and integration with clinical and biological data are needed to support precision neurology and clinical translation.",2025,Parkinson's disease machine learning biomarkers
40849762,Artificial Intelligence Approaches for Early Prediction of Parkinson's Disease.,"Parkinson's disease (PD) is a progressive neurodegenerative disorder that affects both motor and non-motor functions, primarily due to the gradual loss of dopaminergic neurons in the substantia nigra. Traditional diagnostic methods largely depend on clinical symptom evaluation, which often leads to delays in detection and treatment. However, in recent years, artificial intelligence (AI), particularly machine learning (ML) and deep learning (DL), have emerged as groundbreaking techniques for the diagnosis and management of PD. This review explores the emergent role of AI-driven techniques in early disease detection, continuous monitoring, and the development of personalized treatment strategies. Advanced AI applications, including medical imaging analysis, speech pattern recognition, gait assessment, and the identification of digital biomarkers, have shown remarkable potential in improving diagnostic accuracy and patient care. Additionally, AI-driven telemedicine solutions enable remote and real-time disease monitoring, addressing challenges related to accessibility and early intervention. Despite these promising advancements, several hurdles remain, such as concerns over data privacy, the interpretability of AI models, and the need for rigorous validation before clinical implementation. With PD cases expected to rise significantly by 2030, further research and interdisciplinary collaboration are crucial to refining AI technologies and ensuring their reliability in medical practice. By bridging the gap between technology and neurology, AI has the potential to revolutionize PD management, paving the way for precision medicine and better patient outcomes.",2025,Parkinson's disease machine learning biomarkers
40840935,Advancements in Parkinson's Disease Prediction Using Machine Learning: A Neurological Perspective.,"This study aims to predict the severity of Parkinson's disease (PD) by leveraging a comprehensive dataset integrating cerebrospinal fluid protein and peptide data sourced from UniProt, normalized protein expression metrics, clinical assessments, and gait data. The dataset comprised 248 PD patients monitored longitudinally, with periodic evaluations including 227 proteins, 971 peptides, gait parameters, and Movement Disorder Society-sponsored revision of the Unified Parkinson's Disease Rating Scale (MDS-UPDRS) scores at baseline 0, 6, 12, and 24 months. A multifaceted machine learning framework was employed, consisting of random forest, TensorFlow decision forests, and a custom-developed phaseshift ensembling model. Additionally, regression techniques such as linear regression, random forest regressor, decision tree regressor, and K-nearest neighbors were utilized to support the predictions. These models aimed to forecast PD severity as reflected by UPDRS scores. The custom phase-shift ensembling model demonstrated superior predictive performance, achieving an average symmetric mean absolute percentage error (sMAPE) of 55 across all UPDRS sections. Notably, the random forest regressor excelled in predicting motor function severity (UPDRS-III), attaining an sMAPE of 77.32, indicating its ability to model complex disease progression dynamics effectively. Integrating biological markers, clinical scores, and gait dynamics facilitates accurate modeling of PD progression. The ensemble-based approach, particularly phase-shift ensembling, improves prediction robustness and interpretability, offering a powerful strategy for the early prediction of PD severity. This study highlights the value of multi-source data fusion and advanced machine learning techniques in supporting early diagnosis and informed treatment planning for neurodegenerative diseases.",2025,Parkinson's disease machine learning biomarkers
40830661,A plasma proteomics-based candidate biomarker panel predictive of amyotrophic lateral sclerosis.,"Identifying a reliable biomarker for amyotrophic lateral sclerosis (ALS) is crucial for clinical practice. Here, in this cross-sectional study, we used the Olink Explore 3072 platform to investigate plasma proteomics as a biomarker tool for this neurodegenerative condition. Thirty-three proteins were differentially abundant in the plasma of patients with ALS (n = 183) versus controls (n = 309). We replicated our findings in an independent cohort (n = 48 patients with ALS and n = 75 controls). We then applied machine learning to create a model that diagnosed ALS with high accuracy (area under the curve, 98.3%). By analyzing plasma samples from individuals before ALS symptoms emerged, we estimated the age of clinical onset and showed that the disease process-impacting skeletal muscle, nerves and energy metabolism-occurs years before symptoms appear. Our research suggests that plasma proteins can be a biomarker for this fatal disease and offers molecular insights into its prodromal phase.",2025,Parkinson's disease machine learning biomarkers
40825793,Spontaneous eye blink-based machine learning for tracking clinical fluctuations in Parkinson's disease.,"In this uncontrolled, open-label exploratory clinical study, the authors explore the potential of blink data as a digital biomarker for estimating clinical indices of Parkinson's disease (PD) using a machine learning approach. Blink data were collected from 20 patients with PD before and after (up to 4 h) L-dopa/decarboxylase inhibitor administration. Concurrent assessments of patient diary-based ON/OFF and dyskinesia, L-dopa plasma concentration, and MDS-UPDRS Part III scores were conducted at 30 min intervals. The models were developed to predict clinical symptoms based on blink data collected at 3 min intervals. The most effective post-processing models accurately predicted the ON/OFF states (mean area under the receiver operating characteristic curve (AUC<sub>ROC</sub>) = 0.87) and the presence of dyskinesia (mean AUC<sub>ROC</sub> = 0.84). They also moderately predicted MDS-UPDRS Part III scores (mean Spearman's correlation ρ = 0.54) and plasma L-dopa concentrations (ρ = 0.57). Our findings highlight the potential of the spontaneous eye blink as a noninvasive, real-time digital biomarker for PD.",2025,Parkinson's disease machine learning biomarkers
40804706,Leveraging machine learning to predict Parkinson's disease using pre-symptomatic proteomics data.,"In Parkinson's disease, non-motor symptoms precede the characteristic motor manifestations by up to 20 years. However, predicting the disease risk remains challenging. We applied machine learning to 2937 plasma proteins assayed in UK Biobank participants with Parkinson's disease to predict disease outcome up to 14 years before diagnosis. Of the 446 proteins found to be dysregulated in incident cases compared with controls, a subset of 23 predicted disease with an area under the curve (AUC) value of 0.78 in incident and 0.795 in prevalent cases. The utility of the identified proteomic signatures was validated in an independent cohort, based on 16 proteins shared across datasets, leading to a validation AUC of up to 0.76. Parkinson's disease-related pathways, including neuron death and amyloid-β clearance, were enriched up to 9 years before diagnosis. Furthermore, a co-expression network analysis revealed protein modules associated with disease risk and time-to-diagnosis. Our findings underscore the potential of applying machine learning to large-scale proteomics data from pre-symptomatic patients for early disease prediction.",2026,Parkinson's disease machine learning biomarkers
40799161,Plasma Metabolomics Profiles in Prodromal and Clinical Parkinson's Disease.,"The long prodromal phase of Parkinson's disease (PD) and the link the disease has with metabolic factors suggest that metabolomics could help identify affected individuals at early stages. The goal was to examine whether plasma metabolomic profiles could identify individuals in the prodromal and clinical phase of PD. We quantified and compared the plasma metabolomic profiles of 922 individuals with PD who provided blood samples at a median of 11 years before (n = 809) or 2 years after (n = 113) disease diagnosis to that of matched controls, all selected from three established cohort studies (Nurses' Health Study, Health Professionals Follow-up Study, and Cancer Prevention Study II). We used conditional logistic regression models and machine learning techniques to identify metabolites predicting prodromal and clinically manifest PD. Several metabolites, especially amino acids, acyl-carnitines, and other lipids were nominally associated with PD since the years leading to disease diagnosis. Metabolites proposed as biomarkers of foods or care products tended to be associated with a higher PD risk closer to disease diagnosis. Metabolites reflecting higher intake of coffee, smoking, and acetaminophen tended to be associated with a lower PD risk over the course of the disease. Metabolomic profiles in prodromal samples were unable to accurately predict future clinical PD. Metabolic pathways related to the metabolism of amino acids and lipids may be involved in PD progression. Metabolomic differences may also result from behavioral changes and medical management, emphasizing the need to consider prodromal and clinical data in future studies. © 2025 International Parkinson and Movement Disorder Society.",2025,Parkinson's disease machine learning biomarkers
